sex,age,yrsexp,salary,regions
2,42,23.0,30000.0,Eastern
2,60,34.0,12000.0,Central
2,25,7.0,27000.0,Pacific
2,36,17.0,26900.0,Pacific
2,46,24.0,24000.0,Eastern
2,60,36.0,26500.0,Central
2,46,23.0,36600.0,Mountain
2,41,23.0,15000.0,Mountain
2,27,7.0,13000.0,Pacific
2,29,10.0,47000.0,Central
2,50,27.0,35000.0,Eastern
2,30,8.0,25000.0,Central
2,38,13.0,12000.0,Eastern
2,27,9.0,10400.0,Pacific
2,44,19.0,17000.0,Central
2,52,17.0,39000.0,Mountain
2,43,24.0,16000.0,Mountain
2,35,17.0,16000.0,Central
2,57,39.0,11000.0,Central
2,53,24.0,20685.0,Mountain
2,55,21.0,28740.0,Pacific
2,38,19.0,17000.0,Central
2,59,40.0,34200.0,Mountain
2,28,10.0,28000.0,Pacific
2,59,34.0,38000.0,Mountain
2,33,14.0,29100.0,Central
2,45,24.0,14000.0,Central
2,43,17.0,28000.0,Central
2,52,31.0,30000.0,Mountain
2,31,11.0,15000.0,Eastern
2,35,17.0,24000.0,Pacific
2,60,20.0,19000.0,Pacific
2,27,4.0,15800.0,Mountain
2,46,27.0,13000.0,Pacific
2,46,21.0,40000.0,Eastern
2,56,13.0,21800.0,Mountain
2,45,16.0,21000.0,Central
2,28,10.0,21500.0,Central
2,35,12.0,12186.0,Central
2,26,8.0,11000.0,Eastern
2,30,8.0,10103.0,Central
2,26,7.0,33000.0,Central
2,30,7.0,20000.0,Mountain
2,38,20.0,19650.0,Eastern
2,36,18.0,21700.0,Pacific
2,45,21.0,15600.0,Central
2,53,28.0,18000.0,Central
2,38,15.0,11000.0,Central
2,59,36.0,17400.0,Central
2,25,7.0,23200.0,Eastern
2,39,10.0,18500.0,Central
2,52,27.0,27000.0,Eastern
2,37,12.0,12000.0,Central
2,47,26.0,19000.0,Central
2,26,8.0,13000.0,Central
2,47,20.0,12000.0,Central
2,35,10.0,46000.0,Central
2,30,11.0,40000.0,Eastern
2,55,34.0,34000.0,Mountain
2,27,7.0,28000.0,Central
2,37,14.0,44000.0,Mountain
2,29,10.0,25000.0,Pacific
2,59,28.0,16000.0,Pacific
2,36,13.0,25000.0,Central
2,31,3.0,30000.0,Central
2,48,24.0,23000.0,Central
2,44,21.0,32000.0,Mountain
2,30,11.0,32000.0,Pacific
2,25,6.0,16000.0,Central
2,33,12.0,17500.0,Eastern
2,61,30.0,16144.0,Central
2,36,6.0,11000.0,Central
2,38,1.0,13000.0,Pacific
2,27,6.0,15000.0,Pacific
2,30,7.0,44300.0,Pacific
2,40,13.0,30094.0,Mountain
2,36,18.0,12000.0,Central
2,46,27.0,33000.0,Central
2,56,17.0,25000.0,Mountain
2,45,22.0,25000.0,Central
2,34,15.0,21000.0,Pacific
2,36,18.0,29000.0,Central
2,52,31.0,17000.0,Mountain
2,28,7.0,20000.0,Mountain
2,50,27.0,30000.0,Eastern
2,54,27.0,19400.0,Mountain
2,25,7.0,29000.0,Central
2,29,10.0,13000.0,Pacific
2,46,27.0,44000.0,Pacific
2,30,11.0,13200.0,Pacific
2,40,21.0,37000.0,Central
2,36,1.0,14000.0,Central
2,54,30.0,17339.0,Central
2,48,20.0,14000.0,Pacific
2,37,19.0,18000.0,Pacific
2,57,25.0,49000.0,Central
2,26,8.0,20000.0,Pacific
2,48,21.0,17000.0,Mountain
2,29,9.0,30000.0,Eastern
2,54,11.0,33000.0,Central
2,29,10.0,14980.0,Eastern
2,39,19.0,22000.0,Central
2,62,19.0,46000.0,Mountain
2,28,9.0,20000.0,Central
2,46,28.0,18000.0,Central
2,40,18.0,11000.0,Central
2,53,22.0,34000.0,Mountain
2,48,25.0,42000.0,Central
2,33,13.0,26000.0,Mountain
2,57,30.0,48500.0,Central
2,47,26.0,26500.0,Central
2,32,13.0,31000.0,Mountain
2,46,11.0,19500.0,Mountain
2,28,9.0,30478.0,Central
2,28,9.0,12000.0,Central
2,37,16.0,12000.0,Eastern
2,32,11.0,11000.0,Central
2,42,18.0,14000.0,Central
2,29,11.0,25800.0,Central
2,43,20.0,32000.0,Pacific
2,37,14.0,40000.0,Mountain
2,30,12.0,15000.0,Central
2,50,9.0,15000.0,Pacific
2,58,28.0,27700.0,Pacific
2,30,10.0,14250.0,Pacific
2,35,11.0,44000.0,Central
2,38,17.0,38000.0,Central
2,36,12.0,18000.0,Central
2,38,18.0,32000.0,Pacific
2,26,8.0,15000.0,Mountain
2,47,21.0,35000.0,Central
2,30,5.0,15000.0,Central
2,39,18.0,27000.0,Central
2,41,21.0,36000.0,Mountain
2,35,9.0,30000.0,Pacific
2,44,10.0,36000.0,Central
2,36,11.0,20000.0,Central
2,35,15.0,14000.0,Mountain
2,63,43.0,22000.0,Mountain
2,35,9.0,20000.0,Central
2,30,9.0,20000.0,Mountain
2,45,23.0,36000.0,Central
2,51,17.0,38300.0,Mountain
2,34,4.0,17000.0,Eastern
2,28,10.0,22000.0,Central
2,36,11.0,29000.0,Central
2,46,21.0,28000.0,Central
2,51,28.0,46000.0,Central
2,40,21.0,49000.0,Central
2,40,15.0,45000.0,Pacific
2,37,19.0,15500.0,Mountain
2,60,31.0,25200.0,Central
2,27,1.0,15000.0,Central
2,26,7.0,42456.0,Central
2,47,29.0,17000.0,Mountain
2,36,18.0,25000.0,Mountain
2,46,16.0,38600.0,Mountain
2,32,12.0,24000.0,Mountain
2,42,21.0,20000.0,Central
2,31,12.0,35000.0,Central
2,27,7.0,33000.0,Mountain
2,32,12.0,32946.0,Central
2,49,26.0,45150.0,Eastern
2,47,29.0,32000.0,Central
2,44,25.0,42000.0,Pacific
2,31,12.0,14576.0,Eastern
2,31,12.0,43388.0,Central
2,27,8.0,28000.0,Mountain
2,63,37.0,16000.0,Central
2,27,9.0,46000.0,Eastern
2,50,18.0,18000.0,Central
2,39,15.0,13000.0,Mountain
2,46,24.0,13000.0,Mountain
2,31,10.0,14100.0,Central
2,48,24.0,45000.0,Central
2,26,6.0,10812.0,Mountain
2,31,11.0,15392.0,Eastern
2,43,25.0,19000.0,Central
2,35,6.0,22000.0,Central
2,26,2.0,45000.0,Mountain
2,48,28.0,13904.0,Mountain
2,45,20.0,23000.0,Central
2,27,9.0,10872.0,Central
2,48,23.0,26000.0,Central
2,53,35.0,20000.0,Central
2,31,13.0,15000.0,Eastern
2,31,12.0,48000.0,Central
2,48,29.0,11000.0,Central
2,33,15.0,11000.0,Mountain
2,29,5.0,34000.0,Pacific
2,56,24.0,30000.0,Mountain
2,28,10.0,18700.0,Central
2,58,34.0,30000.0,Mountain
2,57,34.0,21362.0,Central
2,43,5.0,11600.0,Pacific
2,40,17.0,11700.0,Central
2,27,7.0,26000.0,Eastern
2,25,5.0,25000.0,Mountain
2,49,18.0,10080.0,Central
2,40,17.0,23000.0,Pacific
2,36,6.0,12500.0,Central
2,42,21.0,32000.0,Central
2,43,15.0,11000.0,Central
2,32,11.0,15000.0,Central
2,55,11.0,23000.0,Mountain
2,60,35.0,37500.0,Mountain
2,49,31.0,43000.0,Eastern
2,47,25.0,25000.0,Central
2,43,25.0,42400.0,Pacific
2,27,6.0,33000.0,Mountain
2,29,7.0,18000.0,Central
2,34,16.0,20000.0,Eastern
2,29,9.0,16500.0,Central
2,50,25.0,25000.0,Central
2,32,8.0,12000.0,Mountain
2,27,2.0,30000.0,Central
2,30,12.0,16000.0,Mountain
2,45,23.0,13000.0,Central
2,25,5.0,10962.0,Central
2,36,17.0,32000.0,Eastern
2,33,11.0,44000.0,Central
2,27,5.0,30000.0,Central
2,47,22.0,42000.0,Eastern
2,26,8.0,45000.0,Mountain
2,36,17.0,39000.0,Eastern
2,34,16.0,13900.0,Mountain
2,62,15.0,10921.0,Central
2,60,27.0,45000.0,Pacific
2,40,16.0,42720.0,Pacific
2,46,26.0,11000.0,Central
2,30,12.0,18000.0,Central
2,45,27.0,38000.0,Mountain
2,60,27.0,32000.0,Central
2,27,9.0,16000.0,Mountain
2,43,20.0,39000.0,Central
2,28,10.0,19000.0,Central
2,34,5.0,25200.0,Central
2,51,9.0,25625.0,Central
2,51,28.0,14217.0,Eastern
2,41,22.0,22500.0,Mountain
2,35,17.0,14000.0,Central
2,26,8.0,28000.0,Central
2,59,36.0,47000.0,Eastern
2,49,25.0,35000.0,Central
2,38,19.0,48000.0,Central
2,43,24.0,14000.0,Central
2,46,20.0,18000.0,Pacific
2,55,36.0,30000.0,Mountain
2,32,12.0,30000.0,Central
2,47,22.0,13200.0,Central
2,31,9.0,29000.0,Mountain
2,47,26.0,31000.0,Eastern
2,53,35.0,10075.0,Central
2,41,23.0,43500.0,Central
2,37,19.0,30000.0,Central
2,58,30.0,29000.0,Mountain
2,59,21.0,20000.0,Mountain
2,31,12.0,32000.0,Mountain
2,40,11.0,25000.0,Central
2,45,17.0,48000.0,Central
2,49,17.0,20000.0,Central
2,37,19.0,15000.0,Central
2,27,7.0,12000.0,Mountain
2,35,16.0,19500.0,Mountain
2,47,29.0,14000.0,Mountain
2,33,15.0,19000.0,Central
2,28,10.0,15700.0,Central
2,56,21.0,10500.0,Eastern
2,60,36.0,25500.0,Eastern
2,46,17.0,12400.0,Mountain
2,49,26.0,40000.0,Central
2,46,21.0,19000.0,Eastern
2,60,26.0,18442.0,Mountain
2,32,11.0,36000.0,Eastern
2,46,25.0,33000.0,Central
2,38,18.0,29000.0,Central
2,51,28.0,28000.0,Eastern
2,54,13.0,45000.0,Mountain
2,51,22.0,41000.0,Eastern
2,26,8.0,35000.0,Mountain
2,59,34.0,28500.0,Pacific
2,30,12.0,24000.0,Pacific
2,43,22.0,21000.0,Eastern
2,51,32.0,22000.0,Central
2,48,20.0,38000.0,Central
2,27,9.0,22893.0,Pacific
2,28,8.0,42000.0,Central
2,60,24.0,36000.0,Mountain
2,52,31.0,15000.0,Central
2,57,33.0,22000.0,Central
2,26,6.0,27000.0,Central
2,31,13.0,29000.0,Central
2,47,28.0,30456.0,Central
2,56,29.0,35000.0,Central
2,30,10.0,22532.0,Eastern
2,43,24.0,32000.0,Mountain
2,25,7.0,14000.0,Mountain
2,49,31.0,15000.0,Central
2,29,2.0,21000.0,Central
2,60,39.0,13000.0,Pacific
2,47,23.0,22000.0,Central
2,53,28.0,22000.0,Central
2,51,27.0,46000.0,Eastern
2,38,11.0,30000.0,Eastern
2,58,39.0,20000.0,Pacific
2,34,7.0,36900.0,Central
2,26,7.0,11200.0,Central
2,53,15.0,12990.0,Central
2,54,27.0,40000.0,Central
2,26,6.0,25000.0,Mountain
2,27,8.0,42000.0,Mountain
2,48,13.0,14000.0,Central
2,53,32.0,40000.0,Central
2,34,13.0,30000.0,Pacific
2,29,10.0,13031.0,Pacific
2,36,16.0,30000.0,Central
2,34,15.0,18000.0,Pacific
2,58,39.0,41600.0,Central
2,55,30.0,37600.0,Mountain
2,35,14.0,28000.0,Pacific
2,25,7.0,13000.0,Central
2,40,17.0,24000.0,Eastern
2,42,16.0,16000.0,Central
2,34,13.0,18000.0,Central
2,56,31.0,45000.0,Eastern
2,31,9.0,30000.0,Central
2,50,16.0,27000.0,Central
2,38,20.0,21000.0,Mountain
2,35,14.0,11000.0,Pacific
2,37,14.0,25940.0,Central
2,59,22.0,30756.0,Central
2,35,10.0,35000.0,Central
2,56,31.0,40000.0,Central
2,37,18.0,38000.0,Central
2,52,30.0,43000.0,Central
2,36,18.0,25700.0,Eastern
2,25,5.0,25000.0,Eastern
2,56,24.0,42000.0,Central
2,50,32.0,26380.0,Mountain
2,39,20.0,17000.0,Central
2,31,12.0,24000.0,Eastern
2,35,12.0,29000.0,Central
2,49,26.0,40000.0,Central
2,27,6.0,12000.0,Central
2,32,5.0,15000.0,Central
2,33,14.0,37000.0,Central
2,41,12.0,25000.0,Central
2,39,18.0,28000.0,Central
2,25,7.0,12600.0,Mountain
2,34,15.0,23000.0,Mountain
2,29,11.0,16000.0,Pacific
2,31,11.0,24000.0,Mountain
2,39,21.0,45000.0,Mountain
2,31,12.0,27000.0,Eastern
2,32,5.0,16000.0,Eastern
2,32,11.0,39010.0,Eastern
2,58,25.0,16000.0,Central
2,56,16.0,35000.0,Pacific
2,30,11.0,32000.0,Central
2,47,13.0,18000.0,Pacific
2,26,7.0,21000.0,Mountain
2,47,29.0,36000.0,Central
2,30,5.0,18250.0,Pacific
2,33,15.0,17930.0,Central
2,45,21.0,15000.0,Mountain
2,37,14.0,49762.0,Central
2,39,19.0,18200.0,Central
2,33,9.0,21000.0,Central
2,51,30.0,31000.0,Central
2,28,4.0,18233.0,Pacific
2,60,22.0,47000.0,Mountain
2,47,21.0,19761.0,Central
2,54,30.0,49790.0,Pacific
2,31,8.0,19602.0,Eastern
2,29,9.0,40000.0,Pacific
2,40,18.0,40100.0,Eastern
2,55,34.0,36143.0,Central
2,45,21.0,18200.0,Central
2,26,7.0,22000.0,Central
2,44,16.0,36000.0,Eastern
2,43,5.0,18000.0,Pacific
2,26,8.0,16000.0,Eastern
2,32,9.0,30000.0,Mountain
2,57,28.0,25880.0,Central
2,60,41.0,33000.0,Central
2,29,11.0,20874.0,Eastern
2,27,5.0,37400.0,Central
2,47,20.0,45000.0,Central
2,27,9.0,15200.0,Mountain
2,61,40.0,14000.0,Central
2,36,6.0,31200.0,Central
2,49,26.0,19144.0,Mountain
2,45,25.0,16111.0,Central
2,35,11.0,48000.0,Mountain
2,31,10.0,25000.0,Eastern
2,55,20.0,23000.0,Pacific
2,57,25.0,20000.0,Central
2,43,17.0,26500.0,Mountain
2,54,23.0,36000.0,Mountain
2,54,25.0,14000.0,Eastern
2,43,24.0,37854.0,Central
2,41,17.0,28728.0,Central
2,46,19.0,14000.0,Central
2,26,8.0,24000.0,Mountain
2,44,26.0,25130.0,Central
2,54,25.0,15000.0,Pacific
2,47,23.0,27100.0,Mountain
2,52,29.0,46000.0,Central
2,41,22.0,36000.0,Eastern
2,27,8.0,34000.0,Central
2,39,14.0,45800.0,Central
2,51,28.0,37000.0,Mountain
2,37,14.0,22000.0,Central
2,59,32.0,20000.0,Mountain
2,36,18.0,30000.0,Central
2,59,30.0,26431.0,Central
2,50,24.0,47000.0,Central
2,36,17.0,15000.0,Central
2,25,6.0,14000.0,Mountain
2,42,17.0,32300.0,Mountain
2,35,8.0,15500.0,Central
2,35,13.0,23900.0,Central
2,56,33.0,26500.0,Mountain
2,32,13.0,26000.0,Pacific
2,31,9.0,13500.0,Central
2,29,11.0,23300.0,Pacific
2,27,8.0,13000.0,Mountain
2,28,8.0,22000.0,Pacific
2,49,18.0,37000.0,Pacific
2,35,17.0,26500.0,Central
2,47,24.0,36000.0,Central
2,54,29.0,32000.0,Central
2,43,25.0,32000.0,Central
2,36,17.0,42000.0,Central
2,43,17.0,15782.0,Mountain
2,52,26.0,35000.0,Central
2,35,13.0,19407.0,Central
2,55,35.0,22100.0,Central
2,48,17.0,18532.0,Mountain
2,40,20.0,33000.0,Central
2,39,13.0,15000.0,Central
2,46,26.0,16040.0,Pacific
2,51,19.0,25000.0,Central
2,36,16.0,12900.0,Central
2,57,27.0,14000.0,Mountain
2,27,9.0,22000.0,Pacific
2,57,30.0,38500.0,Mountain
2,56,35.0,14400.0,Central
2,52,25.0,24000.0,Mountain
2,32,2.0,25978.0,Mountain
2,26,3.0,40000.0,Central
2,34,10.0,44000.0,Mountain
2,33,15.0,45000.0,Eastern
2,43,14.0,45000.0,Mountain
2,54,29.0,11000.0,Pacific
2,53,28.0,32683.0,Eastern
2,45,21.0,47000.0,Central
2,49,25.0,33000.0,Central
2,36,10.0,24960.0,Central
2,49,17.0,35000.0,Eastern
2,35,14.0,20000.0,Central
2,33,15.0,18200.0,Pacific
2,61,26.0,37100.0,Central
2,55,33.0,23000.0,Eastern
2,40,16.0,35000.0,Mountain
2,38,12.0,31800.0,Central
2,26,7.0,40000.0,Central
2,42,17.0,30720.0,Pacific
2,38,18.0,24000.0,Pacific
2,46,22.0,25000.0,Pacific
2,25,4.0,27300.0,Mountain
2,43,18.0,18000.0,Mountain
2,25,7.0,18000.0,Pacific
2,43,20.0,43000.0,Mountain
2,36,12.0,30000.0,Central
2,30,11.0,17200.0,Central
2,43,16.0,44221.0,Central
2,39,14.0,34000.0,Central
2,31,12.0,41700.0,Mountain
2,63,27.0,15300.0,Mountain
2,37,12.0,34000.0,Central
2,64,31.0,13250.0,Eastern
2,33,8.0,42900.0,Eastern
2,31,7.0,21000.0,Mountain
2,54,22.0,41000.0,Central
2,61,36.0,18000.0,Mountain
2,37,4.0,14000.0,Mountain
2,29,6.0,26500.0,Eastern
2,28,9.0,23000.0,Central
2,40,8.0,21000.0,Pacific
2,32,10.0,45200.0,Eastern
2,52,6.0,32000.0,Central
2,40,21.0,16000.0,Central
2,56,37.0,24000.0,Central
2,48,15.0,47000.0,Mountain
2,28,9.0,29000.0,Mountain
2,58,33.0,20500.0,Central
2,59,34.0,31564.0,Mountain
2,33,13.0,15000.0,Central
2,44,20.0,35000.0,Eastern
2,33,14.0,21000.0,Central
2,38,20.0,14000.0,Mountain
2,25,7.0,20085.0,Mountain
2,49,26.0,30000.0,Central
2,47,27.0,29000.0,Eastern
2,50,30.0,42700.0,Mountain
2,40,22.0,45000.0,Central
2,40,11.0,23000.0,Mountain
2,52,27.0,32933.0,Mountain
2,25,7.0,17000.0,Central
2,32,12.0,35000.0,Pacific
2,28,5.0,16000.0,Mountain
2,48,15.0,34441.0,Eastern
2,42,9.0,13300.0,Mountain
2,51,6.0,33000.0,Eastern
2,26,5.0,13000.0,Mountain
2,47,16.0,25000.0,Central
2,46,28.0,48000.0,Eastern
2,49,30.0,27000.0,Pacific
2,28,6.0,26500.0,Mountain
2,37,18.0,26500.0,Pacific
2,46,5.0,13000.0,Eastern
2,27,9.0,35000.0,Mountain
2,35,14.0,25000.0,Central
2,27,5.0,37000.0,Central
2,44,26.0,49600.0,Mountain
2,37,16.0,29000.0,Central
2,32,12.0,26828.0,Central
2,29,11.0,23500.0,Eastern
2,43,22.0,40000.0,Central
2,51,32.0,23000.0,Mountain
2,25,6.0,26000.0,Central
2,25,5.0,26000.0,Mountain
2,30,12.0,22000.0,Mountain
2,29,7.0,15000.0,Central
2,40,20.0,14200.0,Mountain
2,27,7.0,30000.0,Eastern
2,43,15.0,31000.0,Pacific
2,44,25.0,30000.0,Mountain
2,48,19.0,21000.0,Eastern
2,31,9.0,12000.0,Eastern
2,30,7.0,29466.0,Pacific
2,34,14.0,27000.0,Mountain
2,41,21.0,11750.0,Mountain
2,27,9.0,18000.0,Pacific
2,52,32.0,29713.0,Mountain
2,60,31.0,35000.0,Eastern
2,36,14.0,37000.0,Pacific
2,62,25.0,12000.0,Central
2,40,20.0,48000.0,Mountain
2,38,18.0,13000.0,Central
2,29,11.0,12000.0,Central
2,29,9.0,13000.0,Central
2,27,9.0,13000.0,Central
2,37,13.0,29055.0,Eastern
2,36,15.0,44000.0,Mountain
2,60,42.0,17000.0,Mountain
2,33,10.0,12000.0,Eastern
2,26,8.0,14000.0,Central
2,44,26.0,32000.0,Mountain
2,33,14.0,29000.0,Central
2,34,12.0,21000.0,Mountain
2,55,31.0,45000.0,Pacific
2,29,8.0,20000.0,Mountain
2,42,19.0,25000.0,Central
2,41,20.0,40000.0,Central
2,58,34.0,18000.0,Central
2,55,32.0,48000.0,Central
2,43,20.0,37000.0,Central
2,38,13.0,37000.0,Central
2,38,20.0,18306.0,Mountain
2,50,24.0,40000.0,Central
2,33,15.0,12258.0,Eastern
2,58,37.0,18000.0,Pacific
2,44,17.0,27000.0,Mountain
2,34,16.0,28500.0,Pacific
2,63,28.0,32515.0,Pacific
2,45,19.0,43000.0,Central
2,41,22.0,20000.0,Pacific
2,42,15.0,26000.0,Central
2,51,25.0,26000.0,Central
2,29,7.0,40000.0,Mountain
2,38,19.0,22000.0,Central
2,55,21.0,28000.0,Central
2,41,23.0,30603.0,Pacific
2,31,12.0,35000.0,Pacific
2,43,18.0,30464.0,Central
2,52,34.0,32000.0,Pacific
2,48,21.0,31000.0,Mountain
2,58,32.0,26500.0,Central
2,49,29.0,17000.0,Central
2,56,34.0,25000.0,Central
2,52,33.0,22000.0,Eastern
2,31,2.0,12000.0,Central
2,56,34.0,20000.0,Mountain
2,46,28.0,20000.0,Central
2,60,25.0,16000.0,Pacific
2,64,36.0,14200.0,Pacific
2,26,7.0,27756.0,Mountain
2,49,21.0,35000.0,Eastern
2,53,34.0,24000.0,Central
2,51,32.0,20000.0,Central
2,44,17.0,37000.0,Pacific
2,31,13.0,35000.0,Eastern
2,45,26.0,38000.0,Mountain
2,35,16.0,33000.0,Pacific
2,44,19.0,11000.0,Mountain
2,33,9.0,15000.0,Central
2,50,8.0,20000.0,Pacific
2,62,35.0,41500.0,Pacific
2,42,23.0,22000.0,Mountain
2,54,23.0,22000.0,Mountain
2,52,20.0,20000.0,Central
2,41,17.0,11000.0,Central
2,52,18.0,45761.0,Eastern
2,60,42.0,27500.0,Pacific
2,32,13.0,38000.0,Eastern
2,33,9.0,21900.0,Pacific
2,51,30.0,18000.0,Mountain
2,50,31.0,31500.0,Central
2,52,31.0,40000.0,Central
2,37,17.0,40000.0,Pacific
2,27,9.0,35000.0,Mountain
2,36,16.0,19600.0,Central
2,27,9.0,21000.0,Pacific
2,48,25.0,49000.0,Central
2,26,6.0,24000.0,Pacific
2,50,23.0,30000.0,Central
2,40,14.0,13000.0,Pacific
2,31,13.0,30000.0,Mountain
2,50,16.0,12000.0,Central
2,38,16.0,23000.0,Eastern
2,40,13.0,32000.0,Pacific
2,29,11.0,33000.0,Pacific
2,26,6.0,15000.0,Mountain
2,48,23.0,38000.0,Mountain
2,49,18.0,30000.0,Eastern
2,37,18.0,15000.0,Central
2,29,10.0,17000.0,Eastern
2,37,4.0,22550.0,Mountain
2,27,6.0,37180.0,Mountain
2,31,10.0,40000.0,Eastern
2,45,23.0,36000.0,Central
2,59,36.0,28000.0,Pacific
2,41,23.0,31000.0,Central
2,45,20.0,14000.0,Central
2,60,35.0,22000.0,Central
2,41,22.0,25000.0,Pacific
2,32,12.0,43000.0,Eastern
2,27,9.0,19500.0,Pacific
2,51,30.0,19000.0,Mountain
2,33,5.0,11600.0,Central
2,50,29.0,36100.0,Central
2,30,12.0,18000.0,Central
2,55,24.0,42392.0,Pacific
2,33,13.0,11200.0,Eastern
2,52,27.0,29800.0,Mountain
2,43,11.0,11000.0,Mountain
2,26,8.0,37000.0,Mountain
2,25,6.0,10200.0,Mountain
2,33,15.0,49000.0,Pacific
2,50,20.0,25000.0,Central
2,62,37.0,46200.0,Central
2,31,9.0,20000.0,Eastern
2,58,31.0,20950.0,Central
2,44,15.0,32000.0,Mountain
2,47,28.0,29000.0,Central
2,39,21.0,31000.0,Mountain
2,60,29.0,38000.0,Pacific
2,37,17.0,13000.0,Eastern
2,55,36.0,18000.0,Central
2,35,17.0,12512.0,Central
2,49,22.0,45992.0,Pacific
2,46,20.0,13000.0,Central
2,46,15.0,35000.0,Central
2,31,13.0,15000.0,Pacific
2,30,10.0,21000.0,Mountain
2,34,6.0,27000.0,Pacific
2,28,5.0,13050.0,Central
2,63,38.0,48380.0,Central
2,55,33.0,18000.0,Mountain
2,46,27.0,45000.0,Central
2,53,30.0,32000.0,Central
2,40,17.0,21000.0,Central
2,26,2.0,13000.0,Mountain
2,27,4.0,13843.0,Eastern
2,54,35.0,41000.0,Central
2,50,26.0,17000.0,Mountain
2,48,22.0,15000.0,Central
2,32,14.0,16000.0,Pacific
2,41,16.0,25600.0,Pacific
2,36,15.0,22000.0,Central
2,25,7.0,15000.0,Central
2,26,7.0,45000.0,Central
2,40,18.0,30000.0,Pacific
2,26,8.0,19475.0,Central
2,47,22.0,35000.0,Mountain
2,42,15.0,28000.0,Eastern
2,36,13.0,49000.0,Pacific
2,60,37.0,32000.0,Mountain
2,41,18.0,32000.0,Pacific
2,46,28.0,24114.0,Central
2,38,20.0,26000.0,Pacific
2,45,25.0,26956.0,Central
2,32,14.0,39000.0,Central
2,60,37.0,47000.0,Central
2,33,15.0,26000.0,Eastern
2,28,9.0,16300.0,Central
2,28,9.0,45000.0,Central
2,46,26.0,11700.0,Mountain
2,32,12.0,15000.0,Pacific
2,41,18.0,38000.0,Eastern
2,38,10.0,48000.0,Central
2,60,38.0,34500.0,Mountain
2,28,10.0,27000.0,Central
2,51,21.0,17000.0,Central
2,35,13.0,43566.0,Central
2,35,14.0,29000.0,Mountain
2,47,24.0,35000.0,Mountain
2,26,7.0,34136.0,Central
2,55,36.0,18000.0,Mountain
2,28,6.0,24000.0,Central
2,43,13.0,15000.0,Central
2,33,15.0,13200.0,Mountain
2,62,33.0,31488.0,Central
2,39,20.0,25586.0,Eastern
2,39,18.0,37000.0,Central
2,32,11.0,28000.0,Central
2,27,6.0,21000.0,Mountain
2,34,1.0,29000.0,Central
2,28,8.0,27000.0,Mountain
2,63,34.0,32640.0,Central
2,41,21.0,28000.0,Central
2,43,19.0,38000.0,Central
2,49,16.0,22000.0,Central
2,60,39.0,19500.0,Central
2,49,23.0,34450.0,Central
2,55,23.0,20000.0,Pacific
2,43,20.0,17600.0,Central
2,36,17.0,43000.0,Mountain
2,34,15.0,15080.0,Mountain
2,51,30.0,14500.0,Central
2,27,9.0,22000.0,Pacific
2,27,8.0,30000.0,Pacific
2,46,26.0,18000.0,Mountain
2,55,31.0,39000.0,Central
2,25,5.0,14914.0,Central
2,47,28.0,32000.0,Central
2,29,7.0,13200.0,Mountain
2,26,6.0,22000.0,Pacific
2,46,22.0,42000.0,Pacific
2,54,29.0,33000.0,Mountain
2,35,16.0,42000.0,Eastern
2,27,6.0,24000.0,Central
2,29,10.0,21000.0,Central
2,57,27.0,26000.0,Central
2,25,7.0,29000.0,Mountain
2,37,10.0,10993.0,Central
2,44,13.0,32000.0,Central
2,35,16.0,25240.0,Mountain
2,25,6.0,11200.0,Mountain
2,36,10.0,42632.0,Pacific
2,27,8.0,12500.0,Central
2,60,29.0,12000.0,Central
2,38,16.0,43000.0,Central
2,27,8.0,31000.0,Mountain
2,35,17.0,22000.0,Central
2,30,11.0,37000.0,Mountain
2,37,17.0,44000.0,Pacific
2,49,1.0,12000.0,Eastern
2,29,7.0,21000.0,Mountain
2,30,12.0,23563.0,Mountain
2,31,11.0,28700.0,Eastern
2,42,24.0,12000.0,Pacific
2,47,24.0,44500.0,Eastern
2,31,13.0,19000.0,Mountain
2,40,17.0,21900.0,Central
2,31,12.0,42000.0,Mountain
2,32,12.0,28000.0,Central
2,53,16.0,24500.0,Eastern
2,28,10.0,21026.0,Central
2,25,6.0,27960.0,Mountain
2,35,11.0,47000.0,Central
2,40,19.0,32000.0,Pacific
2,36,12.0,16000.0,Eastern
2,26,8.0,30750.0,Eastern
2,34,14.0,18000.0,Central
2,52,30.0,23000.0,Central
2,46,21.0,34000.0,Central
2,56,13.0,10397.0,Mountain
2,33,14.0,29000.0,Pacific
2,41,9.0,13537.0,Pacific
2,30,8.0,22000.0,Mountain
2,49,20.0,16000.0,Central
2,28,7.0,14000.0,Central
2,25,7.0,40400.0,Mountain
2,36,12.0,38000.0,Central
2,31,9.0,39000.0,Mountain
2,36,17.0,22000.0,Mountain
2,51,25.0,45000.0,Pacific
2,40,15.0,46000.0,Pacific
2,62,20.0,18000.0,Eastern
2,31,13.0,42000.0,Mountain
2,42,22.0,32000.0,Central
2,26,8.0,16000.0,Mountain
2,39,17.0,37000.0,Mountain
2,48,25.0,19000.0,Mountain
2,53,30.0,20000.0,Central
2,50,27.0,46000.0,Central
2,41,23.0,12000.0,Central
2,46,28.0,33000.0,Pacific
2,40,15.0,38000.0,Central
2,28,8.0,18000.0,Eastern
2,41,20.0,35400.0,Pacific
2,44,21.0,12000.0,Central
2,35,15.0,14500.0,Mountain
2,53,30.0,31000.0,Pacific
2,41,21.0,44500.0,Central
